id,title,context,question,answers
5733d858d058e614000b63c7,Montana,"Montana's motto, Oro y Plata, Spanish for ""Gold and Silver"", recognizing the significant role of mining, was first adopted in 1865, when Montana was still a territory. A state seal with a miner's pick and shovel above the motto, surrounded by the mountains and the Great Falls of the Missouri River, was adopted during the first meeting of the territorial legislature in 1864–65. The design was only slightly modified after Montana became a state and adopted it as the Great Seal of the State of Montana, enacted by the legislature in 1893. The state flower, the bitterroot, was adopted in 1895 with the support of a group called the Floral Emblem Association, which formed after Montana's Women's Christian Temperance Union adopted the bitterroot as the organization's state flower. All other symbols were adopted throughout the 20th century, save for Montana's newest symbol, the state butterfly, the mourning cloak, adopted in 2001, and the state lullaby, ""Montana Lullaby"", adopted in 2007.",What is Montana's motto? ,"{'text': array(['Oro y Plata'], dtype=object), 'answer_start': array([17], dtype=int32)}"
56cdaa2662d2951400fa67ef,Sino-Tibetan_relations_during_the_Ming_dynasty,"Historians Luciano Petech and Sato Hisashi argue that the Ming upheld a ""divide-and-rule"" policy towards a weak and politically fragmented Tibet after the Sakya regime had fallen. Chan writes that this was perhaps the calculated strategy of the Yongle Emperor, as exclusive patronage to one Tibetan sect would have given it too much regional power. Sperling finds no textual evidence in either Chinese or Tibetan sources to support this thesis of Petech and Hisashi. Norbu asserts that their thesis is largely based on the list of Ming titles conferred on Tibetan lamas rather than ""comparative analysis of developments in China and Tibet."" Rossabi states that this theory ""attributes too much influence to the Chinese,"" pointing out that Tibet was already politically divided when the Ming dynasty began. Rossabi also discounts the ""divide-and-rule"" theory on the grounds of the Yongle Emperor's failed attempt to build a strong relationship with the fifth Karmapa—one which he hoped would parallel Kublai Khan's earlier relationship with the Sakya Phagpa lama. Instead, the Yongle Emperor followed the Karmapa's advice of giving patronage to many different Tibetan lamas.",Who did the Yongle Emperor give patronage to?,"{'text': array(['many different Tibetan lamas'], dtype=object), 'answer_start': array([1144], dtype=int32)}"
56cf6d3e4df3c31400b0d781,Frédéric_Chopin,"Chopin arrived in Paris in late September 1831; he would never return to Poland, thus becoming one of many expatriates of the Polish Great Emigration. In France he used the French versions of his given names, and after receiving French citizenship in 1835, he travelled on a French passport. However, Chopin remained close to his fellow Poles in exile as friends and confidants and he never felt fully comfortable speaking French. Chopin's biographer Adam Zamoyski writes that he never considered himself to be French, despite his father's French origins, and always saw himself as a Pole.",When did Chopin reach Paris?,"{'text': array(['September 1831'], dtype=object), 'answer_start': array([32], dtype=int32)}"
5733849bd058e614000b5c5a,University_of_Notre_Dame,"In 1842, the Bishop of Vincennes, Célestine Guynemer de la Hailandière, offered land to Father Edward Sorin of the Congregation of the Holy Cross, on the condition that he build a college in two years. Fr. Sorin arrived on the site with eight Holy Cross brothers from France and Ireland on November 26, 1842, and began the school using Father Stephen Badin's old log chapel. He soon erected additional buildings, including Old College, the first church, and the first main building. They immediately acquired two students and set about building additions to the campus.",Which structure was the first used for the purposes of the college?,"{'text': array([""Father Stephen Badin's old log chapel""], dtype=object), 'answer_start': array([336], dtype=int32)}"
56cff05a234ae51400d9c11e,Solar_energy,"A solar chimney (or thermal chimney, in this context) is a passive solar ventilation system composed of a vertical shaft connecting the interior and exterior of a building. As the chimney warms, the air inside is heated causing an updraft that pulls air through the building. Performance can be improved by using glazing and thermal mass materials in a way that mimics greenhouses.",What is a solar chimney made of?,"{'text': array(['a vertical shaft connecting the interior and exterior of a building'],
      dtype=object), 'answer_start': array([104], dtype=int32)}"
56cddc2a62d2951400fa690b,Spectre_(2015_film),"Christoph Waltz was cast in the role of Franz Oberhauser, though he refused to comment on the nature of the part. It was later revealed with the film's release that he is Ernst Stavro Blofeld. Dave Bautista was cast as Mr. Hinx after producers sought an actor with a background in contact sports. After casting Bérénice Lim Marlohe, a relative newcomer, as Sévérine in Skyfall, Mendes consciously sought out a more experienced actor for the role of Madeleine Swann, ultimately casting Léa Seydoux in the role. Monica Bellucci joined the cast as Lucia Sciarra, becoming, at the age of fifty, the oldest actress to be cast as a Bond girl. In a separate interview with Danish website Euroman, Jesper Christensen revealed he would be reprising his role as Mr. White from Casino Royale and Quantum of Solace. Christensen's character was reportedly killed off in a scene intended to be used as an epilogue to Quantum of Solace, before it was removed from the final cut of the film, enabling his return in Spectre.",What is Franz Oberhauser's other name?,"{'text': array(['Ernst Stavro Blofeld'], dtype=object), 'answer_start': array([171], dtype=int32)}"
5733d4364776f419006612f2,Antibiotics,"The first sulfonamide and first commercially available antibacterial, Prontosil, was developed by a research team led by Gerhard Domagk in 1932 at the Bayer Laboratories of the IG Farben conglomerate in Germany. Domagk received the 1939 Nobel Prize for Medicine for his efforts. Prontosil had a relatively broad effect against Gram-positive cocci, but not against enterobacteria. Research was stimulated apace by its success. The discovery and development of this sulfonamide drug opened the era of antibacterials.",What was the first available antibiotic?,"{'text': array(['Prontosil'], dtype=object), 'answer_start': array([70], dtype=int32)}"
56cf66734df3c31400b0d717,Frédéric_Chopin,"In 1827, soon after the death of Chopin's youngest sister Emilia, the family moved from the Warsaw University building, adjacent to the Kazimierz Palace, to lodgings just across the street from the university, in the south annex of the Krasiński Palace on Krakowskie Przedmieście,[n 5] where Chopin lived until he left Warsaw in 1830.[n 6] Here his parents continued running their boarding house for male students; the Chopin Family Parlour (Salonik Chopinów) became a museum in the 20th century. In 1829 the artist Ambroży Mieroszewski executed a set of portraits of Chopin family members, including the first known portrait of the composer.[n 7]",What artist painted the Chopin family?,"{'text': array(['Ambroży Mieroszewski'], dtype=object), 'answer_start': array([516], dtype=int32)}"
56d660e91c850414009470d5,2008_Sichuan_earthquake,"Because of the magnitude of the quake, and the media attention on China, foreign nations and organizations immediately responded to the disaster by offering condolences and assistance. On May 14, UNICEF reported that China formally requested the support of the international community to respond to the needs of affected families.",What organization reported that China asked for help?,"{'text': array(['UNICEF'], dtype=object), 'answer_start': array([196], dtype=int32)}"
56bfdd3fa10cfb140055134e,Beyoncé,"The release of a video-game Starpower: Beyoncé was cancelled after Beyoncé pulled out of a $100 million with GateFive who alleged the cancellation meant the sacking of 70 staff and millions of pounds lost in development. It was settled out of court by her lawyers in June 2013 who said that they had cancelled because GateFive had lost its financial backers. Beyoncé also has had deals with American Express, Nintendo DS and L'Oréal since the age of 18.",How was the suit settled?,"{'text': array(['out of court'], dtype=object), 'answer_start': array([236], dtype=int32)}"
56beb0683aeaaa14008c9213,Beyoncé,"In 2015 Beyoncé signed an open letter which the ONE Campaign had been collecting signatures for; the letter was addressed to Angela Merkel and Nkosazana Dlamini-Zuma, urging them to focus on women as they serve as the head of the G7 in Germany and the AU in South Africa respectively, which will start to set the priorities in development funding before a main UN summit in September 2015 that will establish new development goals for the generation.",An important UN summit took place when?,"{'text': array(['September 2015'], dtype=object), 'answer_start': array([374], dtype=int32)}"
56d131c817492d1400aabbe1,IPod,"iPod batteries are not designed to be removed or replaced by the user, although some users have been able to open the case themselves, usually following instructions from third-party vendors of iPod replacement batteries. Compounding the problem, Apple initially would not replace worn-out batteries. The official policy was that the customer should buy a refurbished replacement iPod, at a cost almost equivalent to a brand new one. All lithium-ion batteries lose capacity during their lifetime even when not in use (guidelines are available for prolonging life-span) and this situation led to a market for third-party battery replacement kits.",What type of rechargeable battery does Apple use in its iPods?,"{'text': array(['lithium-ion'], dtype=object), 'answer_start': array([438], dtype=int32)}"
56d43da72ccc5a1400d830bd,Beyoncé,"Following the disbandment of Destiny's Child in June 2005, she released her second solo album, B'Day (2006), which contained hits ""Déjà Vu"", ""Irreplaceable"", and ""Beautiful Liar"". Beyoncé also ventured into acting, with a Golden Globe-nominated performance in Dreamgirls (2006), and starring roles in The Pink Panther (2006) and Obsessed (2009). Her marriage to rapper Jay Z and portrayal of Etta James in Cadillac Records (2008) influenced her third album, I Am... Sasha Fierce (2008), which saw the birth of her alter-ego Sasha Fierce and earned a record-setting six Grammy Awards in 2010, including Song of the Year for ""Single Ladies (Put a Ring on It)"". Beyoncé took a hiatus from music in 2010 and took over management of her career; her fourth album 4 (2011) was subsequently mellower in tone, exploring 1970s funk, 1980s pop, and 1990s soul. Her critically acclaimed fifth studio album, Beyoncé (2013), was distinguished from previous releases by its experimental production and exploration of darker themes.",When did Destiny's Child end their group act?,"{'text': array(['June 2005'], dtype=object), 'answer_start': array([48], dtype=int32)}"
56cf6d3e4df3c31400b0d784,Frédéric_Chopin,"Chopin arrived in Paris in late September 1831; he would never return to Poland, thus becoming one of many expatriates of the Polish Great Emigration. In France he used the French versions of his given names, and after receiving French citizenship in 1835, he travelled on a French passport. However, Chopin remained close to his fellow Poles in exile as friends and confidants and he never felt fully comfortable speaking French. Chopin's biographer Adam Zamoyski writes that he never considered himself to be French, despite his father's French origins, and always saw himself as a Pole.",What is the name of Chopin's biographer?,"{'text': array(['Adam Zamoyski'], dtype=object), 'answer_start': array([451], dtype=int32)}"
56cee294aab44d1400b88bed,2008_Sichuan_earthquake,"By May 14, the Ministry of Civil Affairs stated that 10.7 billion yuan (approximately US$1.5 billion) had been donated by the Chinese public. Houston Rockets center Yao Ming, one of the country's most popular sports icons, gave $214,000 and $71,000 to the Red Cross Society of China. The association has also collected a total of $26 million in donations so far. Other multinational firms located in China have also announced large amounts of donations.",How much did the Red Cross collect in donations?,"{'text': array(['$26 million'], dtype=object), 'answer_start': array([330], dtype=int32)}"
57335849d058e614000b5896,Genocide,"After the Holocaust, which had been perpetrated by the Nazi Germany and its allies prior to and during World War II, Lemkin successfully campaigned for the universal acceptance of international laws defining and forbidding genocides. In 1946, the first session of the United Nations General Assembly adopted a resolution that ""affirmed"" that genocide was a crime under international law, but did not provide a legal definition of the crime. In 1948, the UN General Assembly adopted the Convention on the Prevention and Punishment of the Crime of Genocide (CPPCG) which defined the crime of genocide for the first time.",In which war-era country was the Holocaust immortalized? ,"{'text': array(['Nazi Germany'], dtype=object), 'answer_start': array([55], dtype=int32)}"
56be97c73aeaaa14008c912b,Beyoncé,"Beyoncé announced a hiatus from her music career in January 2010, heeding her mother's advice, ""to live life, to be inspired by things again"". During the break she and her father parted ways as business partners. Beyoncé's musical break lasted nine months and saw her visit multiple European cities, the Great Wall of China, the Egyptian pyramids, Australia, English music festivals and various museums and ballet performances.",Which year did Beyonce and her father part business ways?,"{'text': array(['2010'], dtype=object), 'answer_start': array([60], dtype=int32)}"
56d4ee342ccc5a1400d8336d,Beyoncé,"Beyoncé has worked with Tommy Hilfiger for the fragrances True Star (singing a cover version of ""Wishing on a Star"") and True Star Gold; she also promoted Emporio Armani's Diamonds fragrance in 2007. Beyoncé launched her first official fragrance, Heat in 2010. The commercial, which featured the 1956 song ""Fever"", was shown after the water shed in the United Kingdom as it begins with an image of Beyoncé appearing to lie naked in a room. In February 2011, Beyoncé launched her second fragrance, Heat Rush. Beyoncé's third fragrance, Pulse, was launched in September 2011. In 2013, The Mrs. Carter Show Limited Edition version of Heat was released. The six editions of Heat are the world's best-selling celebrity fragrance line, with sales of over $400 million.",Which Emporio Armani fragrance did Beyoncé promote in 2007?,"{'text': array(['Diamonds'], dtype=object), 'answer_start': array([172], dtype=int32)}"
56cda80362d2951400fa67cb,The_Legend_of_Zelda:_Twilight_Princess,"On release, Twilight Princess was considered to be the greatest Zelda game ever made by many critics including writers for 1UP.com, Computer and Video Games, Electronic Gaming Monthly, Game Informer, GamesRadar, IGN and The Washington Post. Game Informer called it ""so creative that it rivals the best that Hollywood has to offer"". GamesRadar praised Twilight Princess as ""a game that deserves nothing but the absolute highest recommendation"". Cubed3 hailed Twilight Princess as ""the single greatest videogame experience"". Twilight Princess's graphics were praised for the art style and animation, although the game was designed for the GameCube, which is technically lacking compared to the next generation consoles. Both IGN and GameSpy pointed out the existence of blurry textures and low-resolution characters. Despite these complaints, Computer and Video Games felt the game's atmosphere was superior to that of any previous Zelda game, and regarded Twilight Princess's Hyrule as the best version ever created. PALGN praised the game's cinematics, noting that ""the cutscenes are the best ever in Zelda games"". Regarding the Wii version, GameSpot's Jeff Gerstmann said the Wii controls felt ""tacked-on"", although 1UP.com said the remote-swinging sword attacks were ""the most impressive in the entire series"". Gaming Nexus considered Twilight Princess's soundtrack to be the best of this generation, though IGN criticized its MIDI-formatted songs for lacking ""the punch and crispness"" of their orchestrated counterparts. Hyper's Javier Glickman commended the game for its ""very long quests, superb Wii controls and being able to save anytime"". However, he criticised it for ""no voice acting, no orchestral score and slightly outdated graphics"".",Which journalist criticized the Wii version for its controls?,"{'text': array(['Jeff Gerstmann'], dtype=object), 'answer_start': array([1153], dtype=int32)}"
56cf48a3aab44d1400b88f30,New_York_City,"As of 2013, the global advertising agencies of Omnicom Group and Interpublic Group, both based in Manhattan, had combined annual revenues of approximately US$21 billion, reflecting New York City's role as the top global center for the advertising industry, which is metonymously referred to as ""Madison Avenue"". The city's fashion industry provides approximately 180,000 employees with $11 billion in annual wages.",About how much does it cost per year to pay workers in the New York fashion industry?,"{'text': array(['$11 billion'], dtype=object), 'answer_start': array([386], dtype=int32)}"
56d3536159d6e414001462c2,Frédéric_Chopin,"From 1842 onwards, Chopin showed signs of serious illness. After a solo recital in Paris on 21 February 1842, he wrote to Grzymała: ""I have to lie in bed all day long, my mouth and tonsils are aching so much."" He was forced by illness to decline a written invitation from Alkan to participate in a repeat performance of the Beethoven Seventh Symphony arrangement at Erard's on 1 March 1843. Late in 1844, Charles Hallé visited Chopin and found him ""hardly able to move, bent like a half-opened penknife and evidently in great pain"", although his spirits returned when he started to play the piano for his visitor. Chopin's health continued to deteriorate, particularly from this time onwards. Modern research suggests that apart from any other illnesses, he may also have suffered from temporal lobe epilepsy.",When did Chopin show signs of serious illness?,"{'text': array(['From 1842 onwards'], dtype=object), 'answer_start': array([0], dtype=int32)}"
56cda92362d2951400fa67dc,The_Legend_of_Zelda:_Twilight_Princess,"In the PAL region, which covers most of Africa, Asia, Europe, and Oceania, Twilight Princess is the best-selling entry in the Zelda series. During its first week, the game was sold with three of every four Wii purchases. The game had sold 5.82 million copies on the Wii as of March 31, 2011[update], and 1.32 million on the GameCube as of March 31, 2007[update].","What is the name of the area which includes most countries not located in North, Central or South America?","{'text': array(['PAL'], dtype=object), 'answer_start': array([7], dtype=int32)}"
5733b7f74776f41900661131,University_of_Notre_Dame,"The university is affiliated with the Congregation of Holy Cross (Latin: Congregatio a Sancta Cruce, abbreviated postnominals: ""CSC""). While religious affiliation is not a criterion for admission, more than 93% of students identify as Christian, with over 80% of the total being Catholic. Collectively, Catholic Mass is celebrated over 100 times per week on campus, and a large campus ministry program provides for the faith needs of the community. There are multitudes of religious statues and artwork around campus, most prominent of which are the statue of Mary on the Main Building, the Notre Dame Grotto, and the Word of Life mural on Hesburgh Library depicting Christ as a teacher. Additionally, every classroom displays a crucifix. There are many religious clubs (catholic and non-Catholic) at the school, including Council #1477 of the Knights of Columbus (KOC), Baptist Collegiate Ministry (BCM), Jewish Club, Muslim Student Association, Orthodox Christian Fellowship, The Mormon Club, and many more. The Notre Dame KofC are known for being the first collegiate council of KofC, operating a charitable concession stand during every home football game and owning their own building on campus which can be used as a cigar lounge. Fifty-seven chapels are located throughout the campus.",What amount of the student body of Notre Dame identifies as Catholic?,"{'text': array(['over 80%'], dtype=object), 'answer_start': array([251], dtype=int32)}"
573288ce57eb1f1400fd2d83,Antibiotics,"In empirical therapy, a patient has proven or suspected infection, but the responsible microorganism is not yet unidentified. While the microorgainsim is being identified the doctor will usually administer the best choice of antibiotic that will be most active against the likely cause of infection usually a broad spectrum antibiotic. Empirical therapy is usually initiated before the doctor knows the exact identification of microorgansim causing the infection as the identification process make take several days in the laboratory.",What happens in empirical therapy?,"{'text': array(['a patient has proven or suspected infection, but the responsible microorganism is not yet unidentified'],
      dtype=object), 'answer_start': array([22], dtype=int32)}"
56d3ab7e2ccc5a1400d82dfc,Frédéric_Chopin,"Numerous recordings of Chopin's works are available. On the occasion of the composer's bicentenary, the critics of The New York Times recommended performances by the following contemporary pianists (among many others): Martha Argerich, Vladimir Ashkenazy, Emanuel Ax, Evgeny Kissin, Murray Perahia, Maurizio Pollini and Krystian Zimerman. The Warsaw Chopin Society organizes the Grand prix du disque de F. Chopin for notable Chopin recordings, held every five years.",Who organizes the Grand prix du disque de F. Chopin for notable Chopin recordings?,"{'text': array(['The Warsaw Chopin Society'], dtype=object), 'answer_start': array([339], dtype=int32)}"
56d3a9282ccc5a1400d82dc8,Frédéric_Chopin,"Polish composers of the following generation included virtuosi such as Moritz Moszkowski, but, in the opinion of J. Barrie Jones, his ""one worthy successor"" among his compatriots was Karol Szymanowski (1882–1937). Edvard Grieg, Antonín Dvořák, Isaac Albéniz, Pyotr Ilyich Tchaikovsky and Sergei Rachmaninoff, among others, are regarded by critics as having been influenced by Chopin's use of national modes and idioms. Alexander Scriabin was devoted to the music of Chopin, and his early published works include nineteen mazurkas, as well as numerous études and preludes; his teacher Nikolai Zverev drilled him in Chopin's works to improve his virtuosity as a performer. In the 20th century, composers who paid homage to (or in some cases parodied) the music of Chopin included George Crumb, Bohuslav Martinů, Darius Milhaud, Igor Stravinsky and Heitor Villa-Lobos.",Who was Chopin's worthy successor according to Jones?,"{'text': array(['Karol Szymanowski'], dtype=object), 'answer_start': array([183], dtype=int32)}"
56cee43eaab44d1400b88c09,New_York_City,"Under New York State's gradual abolition act of 1799, children of slave mothers were born to be eventually liberated but were held in indentured servitude until their mid-to-late twenties. Together with slaves freed by their masters after the Revolutionary War and escaped slaves, a significant free-black population gradually developed in Manhattan. Under such influential United States founders as Alexander Hamilton and John Jay, the New York Manumission Society worked for abolition and established the African Free School to educate black children. It was not until 1827 that slavery was completely abolished in the state, and free blacks struggled afterward with discrimination. New York interracial abolitionist activism continued; among its leaders were graduates of the African Free School. The city's black population reached more than 16,000 in 1840.","In 1840, about how many African-Americans lived in New York City?","{'text': array(['16,000'], dtype=object), 'answer_start': array([846], dtype=int32)}"
56d51d272593cc1400307a83,2008_Sichuan_earthquake,"Both the Shanghai Stock Exchange and the Shenzhen Stock Exchange suspended trading of companies based in southwestern China. Copper rose over speculations that production in southwestern China may be affected, and oil prices dropped over speculations that demand from China would fall.","Besides the Shanghai Stock Exchange, what other exchange suspended trading of southwestern China stock?","{'text': array(['Shenzhen Stock Exchange'], dtype=object), 'answer_start': array([41], dtype=int32)}"
573398164776f41900660e24,University_of_Notre_Dame,"Because of its Catholic identity, a number of religious buildings stand on campus. The Old College building has become one of two seminaries on campus run by the Congregation of Holy Cross. The current Basilica of the Sacred Heart is located on the spot of Fr. Sorin's original church, which became too small for the growing college. It is built in French Revival style and it is decorated by stained glass windows imported directly from France. The interior was painted by Luigi Gregori, an Italian painter invited by Fr. Sorin to be artist in residence. The Basilica also features a bell tower with a carillon. Inside the church there are also sculptures by Ivan Mestrovic. The Grotto of Our Lady of Lourdes, which was built in 1896, is a replica of the original in Lourdes, France. It is very popular among students and alumni as a place of prayer and meditation, and it is considered one of the most beloved spots on campus.",Which individual painted the inside of the Basilica of the Sacred Heart at Notre Dame?,"{'text': array(['Luigi Gregori'], dtype=object), 'answer_start': array([474], dtype=int32)}"
56bfda91a10cfb140055133a,Beyoncé,"Beyoncé has worked with Pepsi since 2002, and in 2004 appeared in a Gladiator-themed commercial with Britney Spears, Pink, and Enrique Iglesias. In 2012, Beyoncé signed a $50 million deal to endorse Pepsi. The Center for Science in the Public Interest (CSPINET) wrote Beyoncé an open letter asking her to reconsider the deal because of the unhealthiness of the product and to donate the proceeds to a medical organisation. Nevertheless, NetBase found that Beyoncé's campaign was the most talked about endorsement in April 2013, with a 70 per cent positive audience response to the commercial and print ads.",Who sent her a letter asking that she reconsider the Pepsi deal?,"{'text': array(['Center for Science in the Public Interest'], dtype=object), 'answer_start': array([210], dtype=int32)}"
56d43f7e2ccc5a1400d830c9,Beyoncé,"A self-described ""modern-day feminist"", Beyoncé creates songs that are often characterized by themes of love, relationships, and monogamy, as well as female sexuality and empowerment. On stage, her dynamic, highly choreographed performances have led to critics hailing her as one of the best entertainers in contemporary popular music. Throughout a career spanning 19 years, she has sold over 118 million records as a solo artist, and a further 60 million with Destiny's Child, making her one of the best-selling music artists of all time. She has won 20 Grammy Awards and is the most nominated woman in the award's history. The Recording Industry Association of America recognized her as the Top Certified Artist in America during the 2000s decade. In 2009, Billboard named her the Top Radio Songs Artist of the Decade, the Top Female Artist of the 2000s and their Artist of the Millennium in 2011. Time listed her among the 100 most influential people in the world in 2013 and 2014. Forbes magazine also listed her as the most powerful female musician of 2015.",How many Grammy awards has Beyoncé won?,"{'text': array(['20'], dtype=object), 'answer_start': array([552], dtype=int32)}"
56cf38a9aab44d1400b88e97,Spectre_(2015_film),"The ownership of the Spectre organisation—originally stylised ""SPECTRE"" as an acronym of SPecial Executive for Counter-intelligence, Terrorism, Revenge and Extortion—and its characters, had been at the centre of long-standing litigation starting in 1961 between Ian Fleming and Kevin McClory over the film rights to the novel Thunderball. The dispute began after Fleming incorporated elements of an undeveloped film script written by McClory and screenwriter Jack Whittingham—including characters and plot points—into Thunderball, which McClory contested in court, claiming ownership over elements of the novel. In 1963, Fleming settled out of court with McClory, in an agreement which awarded McClory the film rights. This enabled him to become a producer for the 1965 film Thunderball—with Albert R. Broccoli and Harry Saltzman as executive producers—and the non-Eon film Never Say Never Again, an updated remake of Thunderball, in 1983.[N 3] A second remake, entitled Warhead 2000 A.D., was planned for production and release in the 1990s before being abandoned. Under the terms of the 1963 settlement, the literary rights stayed with Fleming, allowing the Spectre organisation and associated characters to continue appearing in print.",In what year did Fleming settle with McClory?,"{'text': array(['1963'], dtype=object), 'answer_start': array([615], dtype=int32)}"
56cf6ca44df3c31400b0d778,Frédéric_Chopin,"Chopin's successes as a composer and performer opened the door to western Europe for him, and on 2 November 1830, he set out, in the words of Zdzisław Jachimecki, ""into the wide world, with no very clearly defined aim, forever."" With Woyciechowski, he headed for Austria, intending to go on to Italy. Later that month, in Warsaw, the November 1830 Uprising broke out, and Woyciechowski returned to Poland to enlist. Chopin, now alone in Vienna, was nostalgic for his homeland, and wrote to a friend, ""I curse the moment of my departure."" When in September 1831 he learned, while travelling from Vienna to Paris, that the uprising had been crushed, he expressed his anguish in the pages of his private journal: ""Oh God! ... You are there, and yet you do not take vengeance!"" Jachimecki ascribes to these events the composer's maturing ""into an inspired national bard who intuited the past, present and future of his native Poland.""",Who did Chopin leave for Austria with?,"{'text': array(['Woyciechowski'], dtype=object), 'answer_start': array([234], dtype=int32)}"
56ce1d0caab44d1400b88461,Sino-Tibetan_relations_during_the_Ming_dynasty,"Elliot Sperling, a specialist of Indian studies and the director of the Tibetan Studies program at Indiana University’s Department of Central Eurasia Studies, writes that ""the idea that Tibet became part of China in the 13th century is a very recent construction."" He writes that Chinese writers of the early 20th century were of the view that Tibet was not annexed by China until the Manchu Qing dynasty invasion during the 18th century. He also states that Chinese writers of the early 20th century described Tibet as a feudal dependency of China, not an integral part of it. Sperling states that this is because ""Tibet was ruled as such, within the empires of the Mongols and the Manchus"" and also that ""China's intervening Ming dynasty ... had no control over Tibet."" He writes that the Ming relationship with Tibet is problematic for China’s insistence of its unbroken sovereignty over Tibet since the 13th century. As for the Tibetan view that Tibet was never subject to the rule of the Yuan or Qing emperors of China, Sperling also discounts this by stating that Tibet was ""subject to rules, laws and decisions made by the Yuan and Qing rulers"" and that even Tibetans described themselves as subjects of these emperors.",When was the Manchu Qing dynasty invasion?,"{'text': array(['the 18th century'], dtype=object), 'answer_start': array([421], dtype=int32)}"
5733b699d058e614000b6119,University_of_Notre_Dame,"About 80% of undergraduates and 20% of graduate students live on campus. The majority of the graduate students on campus live in one of four graduate housing complexes on campus, while all on-campus undergraduates live in one of the 29 residence halls. Because of the religious affiliation of the university, all residence halls are single-sex, with 15 male dorms and 14 female dorms. The university maintains a visiting policy (known as parietal hours) for those students who live in dormitories, specifying times when members of the opposite sex are allowed to visit other students' dorm rooms; however, all residence halls have 24-hour social spaces for students regardless of gender. Many residence halls have at least one nun and/or priest as a resident. There are no traditional social fraternities or sororities at the university, but a majority of students live in the same residence hall for all four years. Some intramural sports are based on residence hall teams, where the university offers the only non-military academy program of full-contact intramural American football. At the end of the intramural season, the championship game is played on the field in Notre Dame Stadium.",How many student housing areas are reserved for Notre Dame's graduate students?,"{'text': array(['four'], dtype=object), 'answer_start': array([136], dtype=int32)}"
56cc07886d243a140015ee64,Frédéric_Chopin,"In June 1837 Chopin visited London incognito in the company of the piano manufacturer Camille Pleyel where he played at a musical soirée at the house of English piano maker James Broadwood. On his return to Paris, his association with Sand began in earnest, and by the end of June 1838 they had become lovers. Sand, who was six years older than the composer, and who had had a series of lovers, wrote at this time: ""I must say I was confused and amazed at the effect this little creature had on me ... I have still not recovered from my astonishment, and if I were a proud person I should be feeling humiliated at having been carried away ..."" The two spent a miserable winter on Majorca (8 November 1838 to 13 February 1839), where, together with Sand's two children, they had journeyed in the hope of improving the health of Chopin and that of Sand's 15-year-old son Maurice, and also to escape the threats of Sand's former lover Félicien Mallefille. After discovering that the couple were not married, the deeply traditional Catholic people of Majorca became inhospitable, making accommodation difficult to find. This compelled the group to take lodgings in a former Carthusian monastery in Valldemossa, which gave little shelter from the cold winter weather.",What city did Frédéric visit in June 1837?,"{'text': array(['London'], dtype=object), 'answer_start': array([28], dtype=int32)}"
56d121d317492d1400aaba29,To_Kill_a_Mockingbird,"Judge Taylor appoints Atticus to defend Tom Robinson, a black man who has been accused of raping a young white woman, Mayella Ewell. Although many of Maycomb's citizens disapprove, Atticus agrees to defend Tom to the best of his ability. Other children taunt Jem and Scout for Atticus's actions, calling him a ""nigger-lover"". Scout is tempted to stand up for her father's honor by fighting, even though he has told her not to. Atticus faces a group of men intent on lynching Tom. This danger is averted when Scout, Jem, and Dill shame the mob into dispersing by forcing them to view the situation from Atticus' and Tom's points of view.",Who stopped the mob by shaming them?,"{'text': array(['Scout, Jem, and Dill'], dtype=object), 'answer_start': array([508], dtype=int32)}"
56ce362aaab44d1400b885bd,New_York_City,"The first non-Native American inhabitant of what would eventually become New York City was Dominican trader Juan Rodriguez (transliterated to Dutch as Jan Rodrigues). Born in Santo Domingo of Portuguese and African descent, he arrived in Manhattan during the winter of 1613–1614, trapping for pelts and trading with the local population as a representative of the Dutch. Broadway, from 159th Street to 218th Street, is named Juan Rodriguez Way in his honor.",What did the Dutch call Juan Rodriguez?,"{'text': array(['Jan Rodrigues'], dtype=object), 'answer_start': array([151], dtype=int32)}"
56cf48a3aab44d1400b88f31,New_York_City,"As of 2013, the global advertising agencies of Omnicom Group and Interpublic Group, both based in Manhattan, had combined annual revenues of approximately US$21 billion, reflecting New York City's role as the top global center for the advertising industry, which is metonymously referred to as ""Madison Avenue"". The city's fashion industry provides approximately 180,000 employees with $11 billion in annual wages.","With Interpublic Group, what company has a combined annual revenue of roughly US$21 billion?","{'text': array(['Omnicom Group'], dtype=object), 'answer_start': array([47], dtype=int32)}"
56cf578aaab44d1400b89085,Spectre_(2015_film),"To promote the film, production continued the trend established during Skyfall's production of releasing still images of clapperboards and video blogs on Eon's official social media accounts.",What other Bond film was promoted on social media?,"{'text': array(['Skyfall'], dtype=object), 'answer_start': array([71], dtype=int32)}"
56ce59c8aab44d1400b886dc,Solar_energy,"The Earth receives 174,000 terawatts (TW) of incoming solar radiation (insolation) at the upper atmosphere. Approximately 30% is reflected back to space while the rest is absorbed by clouds, oceans and land masses. The spectrum of solar light at the Earth's surface is mostly spread across the visible and near-infrared ranges with a small part in the near-ultraviolet. Most people around the world live in areas with insolation levels of 150 to 300 watts per square meter or 3.5 to 7.0 kWh/m2 per day.",How many terawatts of solar radiation does the Earth receive?,"{'text': array(['174,000'], dtype=object), 'answer_start': array([19], dtype=int32)}"
